Player,Rank,Court,Surface,Best of,Age,weight_kg,height_cm,experience,T,Y
Vicente F.,87.0,Outdoor,Clay,3,29.0,76.0,180.0,10.0,1,1
Vicente F.,31.0,Outdoor,Clay,3,23.0,76.0,180.0,4.0,0,0
Vicente F.,35.0,Outdoor,Clay,3,24.0,76.0,180.0,5.0,0,0
Vicente F.,55.0,Outdoor,Clay,3,24.0,76.0,180.0,5.0,1,0
Vicente F.,43.0,Outdoor,Clay,3,25.0,76.0,180.0,6.0,0,1
Vicente F.,52.0,Indoor,Carpet,3,25.0,76.0,180.0,6.0,0,0
Vicente F.,58.0,Outdoor,Hard,3,26.0,76.0,180.0,7.0,0,0
Vicente F.,48.0,Outdoor,Clay,3,26.0,76.0,180.0,7.0,1,0
Vicente F.,61.0,Outdoor,Hard,3,26.0,76.0,180.0,7.0,0,0
Haas T.,20.0,Outdoor,Clay,3,22.0,84.0,188.0,4.0,1,1
Haas T.,19.0,Outdoor,Clay,3,22.0,84.0,188.0,4.0,1,0
Haas T.,23.0,Outdoor,Hard,3,23.0,84.0,188.0,5.0,0,1
Haas T.,24.0,Outdoor,Hard,3,23.0,84.0,188.0,5.0,0,1
Haas T.,16.0,Outdoor,Hard,3,23.0,84.0,188.0,5.0,1,0
Haas T.,16.0,Indoor,Hard,3,23.0,84.0,188.0,5.0,1,1
Haas T.,112.0,Outdoor,Grass,3,26.0,84.0,188.0,8.0,0,1
Haas T.,17.0,Indoor,Hard,3,27.0,84.0,188.0,9.0,0,1
Haas T.,40.0,Indoor,Hard,3,27.0,84.0,188.0,9.0,1,1
Haas T.,16.0,Outdoor,Hard,5,28.0,84.0,188.0,10.0,1,1
Haas T.,46.0,Outdoor,Hard,3,30.0,84.0,188.0,12.0,1,1
Haas T.,42.0,Outdoor,Hard,3,30.0,84.0,188.0,12.0,1,0
Haas T.,48.0,Outdoor,Hard,3,30.0,84.0,188.0,12.0,1,1
Haas T.,64.0,Outdoor,Hard,3,31.0,84.0,188.0,13.0,0,1
Haas T.,22.0,Outdoor,Hard,3,31.0,84.0,188.0,13.0,1,1
Haas T.,87.0,Outdoor,Grass,3,34.0,84.0,188.0,16.0,1,1
Haas T.,19.0,Outdoor,Clay,3,22.0,84.0,188.0,4.0,0,0
Haas T.,9.0,Outdoor,Hard,5,24.0,84.0,188.0,6.0,1,0
Haas T.,26.0,Indoor,Hard,3,26.0,84.0,188.0,8.0,0,0
Haas T.,18.0,Indoor,Carpet,3,26.0,84.0,188.0,8.0,0,0
Haas T.,61.0,Indoor,Hard,3,31.0,84.0,188.0,13.0,0,0
Haas T.,63.0,Outdoor,Hard,3,31.0,84.0,188.0,13.0,0,0
Haas T.,36.0,Outdoor,Hard,3,34.0,84.0,188.0,16.0,1,0
Moya C.,39.0,Outdoor,Clay,3,24.0,86.0,191.0,5.0,1,1
Moya C.,44.0,Indoor,Hard,3,24.0,86.0,191.0,5.0,0,1
Moya C.,42.0,Outdoor,Hard,5,25.0,86.0,191.0,6.0,1,1
Moya C.,32.0,Outdoor,Clay,3,26.0,86.0,191.0,7.0,1,0
Moya C.,29.0,Outdoor,Clay,3,26.0,86.0,191.0,7.0,1,0
Moya C.,33.0,Outdoor,Hard,3,29.0,86.0,191.0,10.0,1,1
Moya C.,34.0,Outdoor,Clay,3,30.0,86.0,191.0,11.0,1,1
Moya C.,47.0,Outdoor,Clay,3,31.0,86.0,191.0,12.0,1,1
Moya C.,26.0,Outdoor,Clay,5,31.0,86.0,191.0,12.0,1,1
Moya C.,21.0,Outdoor,Hard,3,32.0,86.0,191.0,13.0,1,1
Moya C.,48.0,Indoor,Hard,3,32.0,86.0,191.0,13.0,1,1
Moya C.,639.0,Outdoor,Hard,3,34.0,86.0,191.0,15.0,1,1
Moya C.,38.0,Indoor,Carpet,3,24.0,86.0,191.0,5.0,1,0
Moya C.,22.0,Outdoor,Grass,3,25.0,86.0,191.0,6.0,0,0
Moya C.,5.0,Outdoor,Hard,3,28.0,86.0,191.0,9.0,1,0
Moya C.,7.0,Outdoor,Hard,3,29.0,86.0,191.0,10.0,1,0
Moya C.,33.0,Outdoor,Hard,3,29.0,86.0,191.0,10.0,0,0
Moya C.,32.0,Outdoor,Hard,3,31.0,86.0,191.0,12.0,0,0
Moya C.,18.0,Outdoor,Hard,3,31.0,86.0,191.0,12.0,0,0
Moya C.,15.0,Indoor,Hard,3,31.0,86.0,191.0,12.0,0,0
Moya C.,18.0,Outdoor,Clay,3,32.0,86.0,191.0,13.0,0,1
Moya C.,25.0,Outdoor,Clay,3,32.0,86.0,191.0,13.0,1,0
Etlis G.,135.0,Outdoor,Clay,3,26.0,76.0,185.0,7.0,1,1
Mirnyi M.,65.0,Outdoor,Clay,3,23.0,93.0,196.0,4.0,0,1
Mirnyi M.,40.0,Outdoor,Hard,3,24.0,93.0,196.0,5.0,1,1
Mirnyi M.,41.0,Outdoor,Hard,3,24.0,93.0,196.0,5.0,1,1
Mirnyi M.,44.0,Outdoor,Hard,5,24.0,93.0,196.0,5.0,1,1
Mirnyi M.,54.0,Indoor,Carpet,3,24.0,93.0,196.0,5.0,1,1
Mirnyi M.,53.0,Indoor,Hard,3,24.0,93.0,196.0,5.0,1,1
Mirnyi M.,35.0,Indoor,Hard,3,24.0,93.0,196.0,5.0,1,1
Mirnyi M.,39.0,Outdoor,Clay,3,25.0,93.0,196.0,6.0,1,1
Mirnyi M.,29.0,Outdoor,Hard,3,25.0,93.0,196.0,6.0,1,1
Mirnyi M.,44.0,Outdoor,Hard,3,26.0,93.0,196.0,7.0,1,0
Mirnyi M.,45.0,Indoor,Hard,3,26.0,93.0,196.0,7.0,0,1
Mirnyi M.,46.0,Indoor,Hard,3,26.0,93.0,196.0,7.0,0,1
Mirnyi M.,46.0,Indoor,Hard,3,26.0,93.0,196.0,7.0,1,1
Mirnyi M.,22.0,Indoor,Hard,3,27.0,93.0,196.0,8.0,0,1
Mirnyi M.,42.0,Indoor,Carpet,3,28.0,93.0,196.0,9.0,1,1
Mirnyi M.,44.0,Outdoor,Clay,3,28.0,93.0,196.0,9.0,1,0
Mirnyi M.,44.0,Outdoor,Clay,3,28.0,93.0,196.0,9.0,1,1
Mirnyi M.,36.0,Outdoor,Grass,5,28.0,93.0,196.0,9.0,1,1
Mirnyi M.,55.0,Outdoor,Hard,3,29.0,93.0,196.0,10.0,1,0
Mirnyi M.,46.0,Outdoor,Grass,3,29.0,93.0,196.0,10.0,1,0
Mirnyi M.,53.0,Outdoor,Grass,5,29.0,93.0,196.0,10.0,0,1
Mirnyi M.,53.0,Outdoor,Hard,5,30.0,93.0,196.0,11.0,1,0
Mirnyi M.,41.0,Indoor,Hard,3,24.0,93.0,196.0,5.0,1,0
Mirnyi M.,38.0,Outdoor,Hard,3,24.0,93.0,196.0,5.0,0,0
Mirnyi M.,51.0,Outdoor,Grass,3,24.0,93.0,196.0,5.0,0,0
Mirnyi M.,51.0,Outdoor,Grass,5,24.0,93.0,196.0,5.0,0,0
Mirnyi M.,36.0,Outdoor,Hard,3,26.0,93.0,196.0,7.0,0,1
Mirnyi M.,31.0,Outdoor,Clay,3,26.0,93.0,196.0,7.0,0,1
Mirnyi M.,34.0,Outdoor,Hard,3,26.0,93.0,196.0,7.0,0,0
Mirnyi M.,61.0,Indoor,Carpet,3,27.0,93.0,196.0,8.0,1,0
Mirnyi M.,42.0,Outdoor,Clay,3,28.0,93.0,196.0,9.0,0,0
Mirnyi M.,26.0,Indoor,Carpet,3,28.0,93.0,196.0,9.0,1,0
Mirnyi M.,214.0,Outdoor,Hard,3,31.0,93.0,196.0,12.0,0,0
Mirnyi M.,209.0,Indoor,Hard,3,31.0,93.0,196.0,12.0,0,1
Squillari F.,52.0,Outdoor,Clay,3,25.0,80.0,183.0,6.0,0,1
Squillari F.,15.0,Outdoor,Hard,3,25.0,80.0,183.0,6.0,0,1
Squillari F.,17.0,Outdoor,Clay,3,26.0,80.0,183.0,7.0,1,0
Squillari F.,84.0,Outdoor,Hard,3,28.0,80.0,183.0,9.0,0,1
Squillari F.,39.0,Outdoor,Hard,3,26.0,80.0,183.0,7.0,1,0
Squillari F.,56.0,Outdoor,Clay,3,27.0,80.0,183.0,8.0,0,1
Squillari F.,55.0,Outdoor,Clay,3,27.0,80.0,183.0,8.0,0,0
Squillari F.,59.0,Outdoor,Clay,3,27.0,80.0,183.0,8.0,1,0
Squillari F.,83.0,Outdoor,Clay,3,28.0,80.0,183.0,9.0,0,0
Rodriguez M.,120.0,Outdoor,Clay,3,31.0,75.0,178.0,9.0,0,1
Vanek J.,92.0,Outdoor,Clay,3,22.0,86.0,185.0,5.0,0,1
Vanek J.,92.0,Outdoor,Clay,3,22.0,86.0,185.0,5.0,1,0
Vanek J.,100.0,Outdoor,Clay,3,23.0,86.0,185.0,6.0,1,1
Vanek J.,102.0,Outdoor,Clay,3,23.0,86.0,185.0,6.0,1,1
Vanek J.,81.0,Outdoor,Clay,3,27.0,86.0,185.0,10.0,0,1
Vanek J.,103.0,Outdoor,Hard,3,27.0,86.0,185.0,10.0,1,1
Vanek J.,121.0,Outdoor,Clay,3,28.0,86.0,185.0,11.0,1,1
Vanek J.,100.0,Outdoor,Clay,3,28.0,86.0,185.0,11.0,1,1
Vanek J.,94.0,Outdoor,Hard,5,23.0,86.0,185.0,6.0,0,1
Vanek J.,186.0,Indoor,Hard,3,25.0,86.0,185.0,8.0,1,0
Vanek J.,103.0,Indoor,Hard,3,27.0,86.0,185.0,10.0,0,0
Vanek J.,121.0,Outdoor,Clay,3,28.0,86.0,185.0,11.0,0,0
Vanek J.,106.0,Outdoor,Clay,3,28.0,86.0,185.0,11.0,0,1
Vanek J.,102.0,Outdoor,Clay,3,29.0,86.0,185.0,12.0,0,1
Vanek J.,82.0,Outdoor,Grass,5,30.0,86.0,185.0,13.0,1,0
Pozzi G.,72.0,Outdoor,Clay,3,35.0,80.0,180.0,16.0,0,1
Pozzi G.,45.0,Outdoor,Grass,3,35.0,80.0,180.0,16.0,1,1
Pozzi G.,50.0,Outdoor,Hard,3,35.0,80.0,180.0,16.0,1,0
Pozzi G.,43.0,Outdoor,Hard,5,36.0,80.0,180.0,17.0,0,0
Puerta M.,38.0,Outdoor,Clay,3,22.0,78.0,180.0,2.0,1,0
Puerta M.,23.0,Outdoor,Clay,3,22.0,78.0,180.0,2.0,1,1
Puerta M.,19.0,Indoor,Carpet,3,22.0,78.0,180.0,2.0,1,1
Puerta M.,10.0,Indoor,Hard,3,27.0,78.0,180.0,7.0,1,1
Puerta M.,47.0,Outdoor,Clay,3,22.0,78.0,180.0,2.0,1,0
Rios M.,20.0,Outdoor,Clay,3,25.0,73.0,175.0,6.0,1,1
Rios M.,23.0,Outdoor,Clay,3,25.0,73.0,175.0,6.0,1,0
Rios M.,33.0,Indoor,Hard,3,25.0,73.0,175.0,6.0,0,1
Rios M.,58.0,Outdoor,Hard,3,26.0,73.0,175.0,7.0,1,1
Rios M.,48.0,Outdoor,Hard,5,27.0,73.0,175.0,8.0,1,1
Rios M.,44.0,Indoor,Hard,3,26.0,73.0,175.0,7.0,0,1
Safin M.,14.0,Outdoor,Clay,3,20.0,88.0,193.0,3.0,1,1
Safin M.,12.0,Outdoor,Clay,5,20.0,88.0,193.0,3.0,1,1
Safin M.,8.0,Outdoor,Grass,3,20.0,88.0,193.0,3.0,0,1
Safin M.,53.0,Outdoor,Hard,3,26.0,88.0,193.0,9.0,0,1
Safin M.,90.0,Outdoor,Grass,3,26.0,88.0,193.0,9.0,1,1
Safin M.,92.0,Outdoor,Hard,3,26.0,88.0,193.0,9.0,1,1
Safin M.,49.0,Indoor,Hard,3,26.0,88.0,193.0,9.0,1,0
Safin M.,26.0,Outdoor,Clay,3,27.0,88.0,193.0,10.0,1,1
Safin M.,84.0,Outdoor,Clay,3,28.0,88.0,193.0,11.0,1,0
Safin M.,75.0,Outdoor,Grass,5,28.0,88.0,193.0,11.0,1,0
Safin M.,77.0,Indoor,Hard,3,29.0,88.0,193.0,12.0,1,1
Safin M.,33.0,Outdoor,Clay,3,20.0,88.0,193.0,3.0,0,0
Safin M.,8.0,Outdoor,Hard,3,22.0,88.0,193.0,5.0,0,0
Safin M.,38.0,Indoor,Hard,3,23.0,88.0,193.0,6.0,1,0
Safin M.,30.0,Indoor,Hard,3,24.0,88.0,193.0,7.0,0,0
Safin M.,32.0,Outdoor,Clay,3,24.0,88.0,193.0,7.0,1,0
Safin M.,4.0,Outdoor,Hard,3,24.0,88.0,193.0,7.0,0,0
Safin M.,92.0,Outdoor,Hard,3,26.0,88.0,193.0,9.0,0,0
Safin M.,88.0,Outdoor,Hard,3,28.0,88.0,193.0,11.0,0,1
Safin M.,40.0,Outdoor,Clay,3,28.0,88.0,193.0,11.0,0,1
Safin M.,38.0,Outdoor,Hard,3,28.0,88.0,193.0,11.0,0,0
Safin M.,40.0,Indoor,Carpet,3,28.0,88.0,193.0,11.0,0,1
Ferreira W.,48.0,Outdoor,Clay,5,29.0,85.0,185.0,11.0,1,0
Ferreira W.,31.0,Outdoor,Hard,3,29.0,85.0,185.0,11.0,1,1
Ferreira W.,59.0,Outdoor,Hard,5,31.0,85.0,185.0,13.0,0,1
Ferreira W.,47.0,Outdoor,Grass,3,31.0,85.0,185.0,13.0,1,0
Ferreira W.,51.0,Outdoor,Grass,5,31.0,85.0,185.0,13.0,1,1
Ferreira W.,44.0,Outdoor,Hard,3,31.0,85.0,185.0,13.0,1,1
Ferreira W.,26.0,Outdoor,Clay,3,32.0,85.0,185.0,14.0,1,1
Ferreira W.,53.0,Indoor,Hard,3,29.0,85.0,185.0,11.0,0,1
Ferreira W.,18.0,Outdoor,Hard,3,30.0,85.0,185.0,12.0,0,0
Ferreira W.,44.0,Outdoor,Hard,3,31.0,85.0,185.0,13.0,0,0
Ferreira W.,39.0,Outdoor,Hard,3,32.0,85.0,185.0,14.0,0,0
Ferreira W.,32.0,Outdoor,Hard,3,32.0,85.0,185.0,14.0,0,0
Ferreira W.,46.0,Indoor,Hard,3,33.0,85.0,185.0,15.0,1,0
Gumy H.,93.0,Outdoor,Clay,5,28.0,91.0,188.0,9.0,1,1
Johansson T.,62.0,Outdoor,Clay,5,25.0,80.0,180.0,6.0,1,1
Johansson T.,57.0,Outdoor,Grass,5,25.0,80.0,180.0,6.0,0,1
Johansson T.,44.0,Outdoor,Hard,3,25.0,80.0,180.0,6.0,1,1
Johansson T.,16.0,Outdoor,Grass,3,26.0,80.0,180.0,7.0,1,1
Johansson T.,18.0,Outdoor,Hard,5,27.0,80.0,180.0,8.0,1,0
Johansson T.,14.0,Indoor,Carpet,3,27.0,80.0,180.0,8.0,1,1
Johansson T.,42.0,Indoor,Hard,3,29.0,80.0,180.0,10.0,1,1
Johansson T.,27.0,Outdoor,Hard,3,30.0,80.0,180.0,11.0,1,1
Johansson T.,18.0,Outdoor,Grass,3,30.0,80.0,180.0,11.0,1,1
Johansson T.,22.0,Outdoor,Grass,5,30.0,80.0,180.0,11.0,1,1
Johansson T.,85.0,Outdoor,Hard,3,32.0,80.0,180.0,13.0,1,1
Johansson T.,74.0,Outdoor,Hard,3,32.0,80.0,180.0,13.0,1,0
Johansson T.,54.0,Indoor,Hard,3,33.0,80.0,180.0,14.0,1,1
Johansson T.,64.0,Outdoor,Hard,3,33.0,80.0,180.0,14.0,1,1
Johansson T.,58.0,Outdoor,Clay,3,25.0,80.0,180.0,6.0,1,0
Johansson T.,14.0,Outdoor,Grass,5,26.0,80.0,180.0,7.0,0,0
Johansson T.,25.0,Outdoor,Hard,3,30.0,80.0,180.0,11.0,0,0
Johansson T.,39.0,Outdoor,Hard,3,31.0,80.0,180.0,12.0,0,0
Johansson T.,69.0,Indoor,Carpet,3,31.0,80.0,180.0,12.0,0,1
Johansson T.,71.0,Outdoor,Hard,3,32.0,80.0,180.0,13.0,0,0
Johansson T.,55.0,Outdoor,Hard,3,32.0,80.0,180.0,13.0,0,1
Johansson T.,60.0,Outdoor,Hard,3,33.0,80.0,180.0,14.0,0,1
Federer R.,54.0,Outdoor,Clay,5,19.0,85.0,185.0,2.0,1,1
Federer R.,54.0,Outdoor,Clay,5,19.0,85.0,185.0,2.0,1,1
Federer R.,23.0,Indoor,Hard,3,20.0,85.0,185.0,3.0,1,1
Federer R.,23.0,Indoor,Hard,3,20.0,85.0,185.0,3.0,0,1
Federer R.,24.0,Outdoor,Hard,3,20.0,85.0,185.0,3.0,1,0
Federer R.,22.0,Outdoor,Clay,3,20.0,85.0,185.0,3.0,1,1
Federer R.,18.0,Outdoor,Clay,3,20.0,85.0,185.0,3.0,1,0
Federer R.,14.0,Outdoor,Grass,3,20.0,85.0,185.0,3.0,0,1
Federer R.,15.0,Outdoor,Grass,5,20.0,85.0,185.0,3.0,1,0
Federer R.,5.0,Outdoor,Grass,5,22.0,85.0,185.0,5.0,1,1
Federer R.,3.0,Outdoor,Hard,3,22.0,85.0,185.0,5.0,0,1
Federer R.,2.0,Indoor,Hard,3,29.0,85.0,185.0,12.0,1,1
Federer R.,3.0,Outdoor,Clay,5,30.0,85.0,185.0,13.0,1,1
Federer R.,39.0,Outdoor,Hard,3,19.0,85.0,185.0,2.0,0,0
Federer R.,29.0,Outdoor,Hard,5,20.0,85.0,185.0,3.0,0,0
Federer R.,18.0,Outdoor,Clay,3,20.0,85.0,185.0,3.0,0,0
Federer R.,12.0,Outdoor,Hard,5,21.0,85.0,185.0,4.0,0,1
Federer R.,10.0,Outdoor,Hard,3,21.0,85.0,185.0,4.0,0,0
Federer R.,8.0,Indoor,Carpet,3,21.0,85.0,185.0,4.0,1,0
Federer R.,4.0,Outdoor,Hard,3,22.0,85.0,185.0,5.0,0,1
Federer R.,1.0,Outdoor,Clay,5,25.0,85.0,185.0,8.0,1,0
Federer R.,2.0,Outdoor,Hard,5,30.0,85.0,185.0,13.0,0,0
Federer R.,3.0,Outdoor,Hard,5,31.0,85.0,185.0,14.0,1,0
Federer R.,2.0,Indoor,Hard,3,31.0,85.0,185.0,14.0,0,0
Sargsian S.,60.0,Outdoor,Clay,5,27.0,75.0,180.0,5.0,0,1
Sargsian S.,72.0,Outdoor,Grass,3,29.0,75.0,180.0,7.0,1,1
Sargsian S.,72.0,Outdoor,Clay,3,30.0,75.0,180.0,8.0,0,1
Sargsian S.,54.0,Outdoor,Clay,3,30.0,75.0,180.0,8.0,1,1
Sargsian S.,79.0,Outdoor,Hard,5,32.0,75.0,180.0,10.0,1,0
Krajicek R.,32.0,Outdoor,Grass,3,29.0,89.0,196.0,11.0,0,1
Krajicek R.,152.0,Outdoor,Hard,3,31.0,89.0,196.0,13.0,1,1
Krajicek R.,112.0,Outdoor,Hard,3,32.0,89.0,196.0,14.0,1,1
Krajicek R.,43.0,Outdoor,Clay,3,29.0,89.0,196.0,11.0,0,0
Rafter P.,23.0,Outdoor,Grass,3,28.0,86.0,185.0,9.0,1,1
Rafter P.,21.0,Outdoor,Hard,3,28.0,86.0,185.0,9.0,0,1
Rafter P.,15.0,Outdoor,Hard,3,28.0,86.0,185.0,9.0,0,1
Rafter P.,23.0,Outdoor,Grass,3,28.0,86.0,185.0,9.0,1,0
Rafter P.,17.0,Indoor,Carpet,3,28.0,86.0,185.0,9.0,0,0
Rafter P.,5.0,Indoor,Hard,3,29.0,86.0,185.0,10.0,0,0
Vinck C.,167.0,Outdoor,Grass,3,25.0,75.0,183.0,7.0,0,1
Vinck C.,114.0,Outdoor,Hard,3,25.0,75.0,183.0,7.0,0,0
Pavel A.,26.0,Outdoor,Grass,3,26.0,90.0,183.0,5.0,1,1
Pavel A.,26.0,Outdoor,Grass,3,26.0,90.0,183.0,5.0,1,0
Pavel A.,34.0,Indoor,Hard,3,26.0,90.0,183.0,5.0,1,1
Pavel A.,23.0,Outdoor,Clay,3,27.0,90.0,183.0,6.0,1,1
Pavel A.,28.0,Outdoor,Hard,3,28.0,90.0,183.0,7.0,1,0
Pavel A.,49.0,Outdoor,Hard,3,30.0,90.0,183.0,9.0,1,0
Pavel A.,30.0,Outdoor,Clay,3,30.0,90.0,183.0,9.0,1,1
Pavel A.,24.0,Indoor,Carpet,3,30.0,90.0,183.0,9.0,1,1
Pavel A.,51.0,Indoor,Hard,3,31.0,90.0,183.0,10.0,0,1
Pavel A.,49.0,Indoor,Carpet,3,31.0,90.0,183.0,10.0,1,0
Pavel A.,25.0,Indoor,Hard,3,26.0,90.0,183.0,5.0,0,0
Pavel A.,27.0,Indoor,Carpet,3,26.0,90.0,183.0,5.0,0,0
Pavel A.,23.0,Indoor,Carpet,3,27.0,90.0,183.0,6.0,0,1
Pavel A.,31.0,Outdoor,Clay,3,27.0,90.0,183.0,6.0,0,0
Pavel A.,29.0,Outdoor,Hard,5,28.0,90.0,183.0,7.0,0,0
Pavel A.,28.0,Outdoor,Clay,5,28.0,90.0,183.0,7.0,0,0
Pavel A.,32.0,Indoor,Hard,3,28.0,90.0,183.0,7.0,0,0
Pavel A.,22.0,Outdoor,Clay,5,30.0,90.0,183.0,9.0,1,0
Pavel A.,54.0,Indoor,Carpet,3,31.0,90.0,183.0,10.0,0,0
Pavel A.,75.0,Outdoor,Hard,5,32.0,90.0,183.0,11.0,1,0
Arthurs W.,94.0,Outdoor,Grass,3,29.0,80.0,191.0,10.0,1,1
Arthurs W.,83.0,Outdoor,Hard,3,29.0,80.0,191.0,10.0,1,1
Arthurs W.,113.0,Outdoor,Grass,3,31.0,80.0,191.0,12.0,1,0
Arthurs W.,113.0,Outdoor,Grass,3,31.0,80.0,191.0,12.0,0,1
Arthurs W.,113.0,Outdoor,Grass,3,31.0,80.0,191.0,12.0,1,1
Arthurs W.,50.0,Indoor,Carpet,3,31.0,80.0,191.0,12.0,1,0
Arthurs W.,45.0,Indoor,Hard,3,32.0,80.0,191.0,13.0,1,1
Arthurs W.,45.0,Indoor,Hard,3,32.0,80.0,191.0,13.0,0,1
Arthurs W.,45.0,Indoor,Hard,3,32.0,80.0,191.0,13.0,0,1
Arthurs W.,55.0,Outdoor,Clay,3,32.0,80.0,191.0,13.0,1,1
Arthurs W.,77.0,Outdoor,Grass,5,32.0,80.0,191.0,13.0,1,1
Arthurs W.,117.0,Outdoor,Hard,3,33.0,80.0,191.0,14.0,0,1
Arthurs W.,114.0,Outdoor,Hard,5,33.0,80.0,191.0,14.0,1,1
Arthurs W.,198.0,Outdoor,Grass,3,35.0,80.0,191.0,16.0,1,1
Arthurs W.,163.0,Outdoor,Hard,5,36.0,80.0,191.0,17.0,0,1
Arthurs W.,195.0,Outdoor,Grass,5,36.0,80.0,191.0,17.0,0,0
Arthurs W.,106.0,Outdoor,Clay,5,29.0,80.0,191.0,10.0,0,0
Arthurs W.,94.0,Outdoor,Grass,5,29.0,80.0,191.0,10.0,1,0
Arthurs W.,128.0,Outdoor,Clay,3,29.0,80.0,191.0,10.0,0,0
Arthurs W.,70.0,Indoor,Hard,3,30.0,80.0,191.0,11.0,0,0
Arthurs W.,63.0,Outdoor,Clay,3,30.0,80.0,191.0,11.0,0,0
Arthurs W.,50.0,Outdoor,Hard,3,30.0,80.0,191.0,11.0,0,0
Arthurs W.,76.0,Outdoor,Hard,5,31.0,80.0,191.0,12.0,0,0
Arthurs W.,94.0,Indoor,Hard,3,31.0,80.0,191.0,12.0,1,0
Arthurs W.,53.0,Outdoor,Hard,3,31.0,80.0,191.0,12.0,0,0
Arthurs W.,89.0,Outdoor,Clay,5,33.0,80.0,191.0,14.0,0,0
Arthurs W.,103.0,Outdoor,Hard,3,33.0,80.0,191.0,14.0,0,0
Arthurs W.,102.0,Outdoor,Hard,3,33.0,80.0,191.0,14.0,0,0
Arthurs W.,185.0,Outdoor,Hard,3,35.0,80.0,191.0,16.0,1,0
Black B.,65.0,Outdoor,Grass,3,31.0,70.0,175.0,9.0,1,1
Black B.,143.0,Outdoor,Hard,3,32.0,70.0,175.0,10.0,1,1
Black B.,32.0,Outdoor,Hard,3,31.0,70.0,175.0,9.0,0,0
Black B.,143.0,Outdoor,Hard,3,32.0,70.0,175.0,10.0,0,1
Lareau S.,133.0,Outdoor,Grass,5,27.0,79.0,183.0,9.0,1,1
Lareau S.,127.0,Indoor,Hard,3,28.0,79.0,183.0,10.0,1,1
Lareau S.,125.0,Outdoor,Hard,5,27.0,79.0,183.0,9.0,0,0
Lareau S.,127.0,Indoor,Hard,3,28.0,79.0,183.0,10.0,0,0
Lareau S.,164.0,Outdoor,Hard,3,28.0,79.0,183.0,10.0,0,0
Parmar A.,137.0,Outdoor,Grass,5,22.0,78.0,193.0,3.0,0,1
Parmar A.,180.0,Outdoor,Grass,3,24.0,78.0,193.0,5.0,0,0
Parmar A.,187.0,Outdoor,Grass,3,25.0,78.0,193.0,6.0,1,0
Knippschild J.,150.0,Outdoor,Grass,3,25.0,82.0,191.0,8.0,1,1
Knippschild J.,116.0,Outdoor,Clay,3,25.0,82.0,191.0,8.0,1,1
Knippschild J.,132.0,Outdoor,Clay,3,26.0,82.0,191.0,9.0,0,0
Stoltenberg J.,81.0,Outdoor,Grass,3,30.0,80.0,185.0,13.0,1,1
Stoltenberg J.,77.0,Outdoor,Hard,5,31.0,80.0,185.0,14.0,0,0
Wessels P.,133.0,Outdoor,Grass,3,22.0,85.0,196.0,4.0,1,1
Wessels P.,133.0,Outdoor,Grass,3,22.0,85.0,196.0,4.0,1,0
Wessels P.,133.0,Outdoor,Grass,3,22.0,85.0,196.0,4.0,1,1
Wessels P.,133.0,Outdoor,Hard,3,23.0,85.0,196.0,5.0,1,1
Wessels P.,124.0,Outdoor,Hard,3,23.0,85.0,196.0,5.0,1,1
Wessels P.,103.0,Outdoor,Hard,5,27.0,85.0,196.0,9.0,0,1
Wessels P.,115.0,Outdoor,Hard,3,27.0,85.0,196.0,9.0,1,1
Wessels P.,91.0,Outdoor,Grass,3,23.0,85.0,196.0,5.0,0,0
Wessels P.,72.0,Indoor,Hard,3,27.0,85.0,196.0,9.0,1,0
Wessels P.,74.0,Indoor,Hard,3,27.0,85.0,196.0,9.0,1,0
Calatrava A.,124.0,Outdoor,Clay,3,27.0,82.0,191.0,7.0,1,1
Calatrava A.,115.0,Outdoor,Clay,3,27.0,82.0,191.0,7.0,1,1
Calatrava A.,115.0,Outdoor,Clay,3,27.0,82.0,191.0,7.0,1,0
Calatrava A.,65.0,Outdoor,Hard,3,27.0,82.0,191.0,7.0,1,1
Calatrava A.,44.0,Outdoor,Clay,3,28.0,82.0,191.0,8.0,1,1
Calatrava A.,57.0,Outdoor,Hard,3,28.0,82.0,191.0,8.0,0,1
Calatrava A.,103.0,Indoor,Hard,3,29.0,82.0,191.0,9.0,0,0
Calatrava A.,140.0,Outdoor,Clay,3,31.0,82.0,191.0,11.0,1,0
Calatrava A.,78.0,Outdoor,Hard,3,32.0,82.0,191.0,12.0,0,0
Sluiter R.,142.0,Outdoor,Clay,3,22.0,80.0,185.0,4.0,1,1
Sluiter R.,63.0,Outdoor,Grass,3,25.0,80.0,185.0,7.0,1,1
Sluiter R.,72.0,Outdoor,Clay,3,25.0,80.0,185.0,7.0,1,0
Sluiter R.,81.0,Outdoor,Hard,3,26.0,80.0,185.0,8.0,1,1
Sluiter R.,102.0,Outdoor,Clay,3,26.0,80.0,185.0,8.0,0,1
Sluiter R.,142.0,Outdoor,Clay,5,22.0,80.0,185.0,4.0,1,0
Sluiter R.,102.0,Indoor,Hard,3,23.0,80.0,185.0,5.0,0,1
Sluiter R.,72.0,Indoor,Hard,3,25.0,80.0,185.0,7.0,0,0
Sluiter R.,54.0,Outdoor,Hard,5,25.0,80.0,185.0,7.0,0,0
Sluiter R.,59.0,Indoor,Carpet,3,25.0,80.0,185.0,7.0,0,0
Sluiter R.,59.0,Indoor,Hard,3,25.0,80.0,185.0,7.0,1,0
